252;Joseph;Servais;j.servais@gmail.com;83 Rue de la Fontaine;9823;Madrid;51;1;26/07/1986
253;Joseph;Simon;j.simon@gmail.com;96 Rue Pasteur;3522;Faisalabad;13;0;28/08/1972
254;Charles;Simonis;c.simonis@gmail.com;52 Rue des Jardins;8717;Ekurhuleni;9;1;14/12/1985
255;Nicolas;Spanier;n.spanier@gmail.com;77 Rue Victor-Hugo;8103;Nairobi;58;0;20/05/1958
256;Jean;Spautz;j.spautz@gmail.com;50 Rue de l Église;6390;Zhongshan;54;0;27/10/1993
257;Armand;Spoo;a.spoo@gmail.com;62 Place de l Église;6296;Pune;90;1;08/10/1969
258;Dominique;Steichen;d.steichen@gmail.com;75 Grande Rue;1253;Addis Ababa;228;1;17/04/1954
259;Rene;Steichen;r.steichen@gmail.com;46 Rue du Moulin;8048;Jaipur;235;0;10/05/1982
260;Nelly;Stein;n.stein@gmail.com;62 Place de la Mairie;1956;Buenos Aires;189;0;03/01/1991
261;Dominique;Stoffel;d.stoffel@gmail.com;90 Rue du Château;8053;Wenzhou;97;0;10/08/1955
262;Nicolas;Strotz;n.strotz@gmail.com;80 Rue des Écoles;8577;Shanghai;210;1;24/02/1966
263;Fred;Sunnen;f.sunnen@gmail.com;45 Rue de la Gare;3009;Beijing;55;1;02/09/1958
264;Alphonse;Theis;a.theis@gmail.com;69 Rue de la Mairie;2806;Delhi;219;1;25/02/1951
265;Joseph;Theis;j.theis@gmail.com;98 Rue Principale;6011;Lagos;65;0;10/02/1949
266;Joseph Alphonse;Theis;j.theis@gmail.com;47 Rue du Stade;4536;Tianjin;153;1;27/10/1974
267;Nicolas;Thill;n.thill@gmail.com;10 Rue de la Fontaine;6507;Karachi;33;0;03/08/1994
268;Charles Auguste;de Tornaco;c.de tornaco@gmail.com;60 Rue Pasteur;9737;Chengdu;47;0;12/12/1948
269;Pierre;Toussaint;p.toussaint@gmail.com;67 Rue des Jardins;9763;Istanbul;59;1;05/02/1949
270;Roberto;Traversini;r.traversini@gmail.com;63 Rue Victor-Hugo;4625;Tokyo;67;1;22/04/1990
271;Robert;Tudor;r.tudor@gmail.com;52 Rue de l Église;1415;Guangzhou;249;0;15/07/1945
272;Hermann;Urbain;h.urbain@gmail.com;9 Place de l Église;4519;Mumbai;247;0;12/02/1973
273;Jean-Pierre;Urwald;j.urwald@gmail.com;20 Grande Rue;2646;Moscow;99;0;17/10/1992
274;Arthur;Useldinger;a.useldinger@gmail.com;11 Rue du Moulin;6578;São Paulo;92;1;10/09/1945
275;François-Julien;Vannerus;f.vannerus@gmail.com;0 Place de la Mairie;2831;Lahore;164;1;28/10/1986
276;Theodore;de Wacquant;t.de wacquant@gmail.com;90 Rue du Château;7833;Shenzhen;47;1;06/08/1942
277;Carlo;Wagner;c.wagner@gmail.com;9 Rue des Écoles;3626;Jakarta;192;0;13/03/1963
278;Georges;Wagner;g.wagner@gmail.com;87 Rue de la Gare;3896;Seoul;226;1;26/05/1949
279;Camille;Weiler;c.weiler@gmail.com;59 Rue de la Mairie;3067;Wuhan;78;0;21/01/1968
280;Nicolas;Wellenstein;n.wellenstein@gmail.com;81 Rue Principale;4662;Kinshasa;142;0;23/06/1949
281;Joseph;Wenkin;j.wenkin@gmail.com;13 Rue du Stade;1220;Cairo;175;1;16/06/1957
282;Raymond;Weydert;r.weydert@gmail.com;23 Rue de la Fontaine;5471;Dhaka;154;1;28/09/1984
283;Victor;Weydert;v.weydert@gmail.com;92 Rue Pasteur;3457;Mexico City;207;0;15/09/1947
284;Jules;Wilhelm;j.wilhelm@gmail.com;24 Rue des Jardins;6014;London;196;0;23/01/1964
285;Victor;Wilhelm;v.wilhelm@gmail.com;98 Rue Victor-Hugo;4393;Xi'an;14;0;18/12/1977
286;Gustave;Wilhelmy;g.wilhelmy@gmail.com;4 Rue de l Église;4332;Tehran;242;1;27/04/1984
287;Jean;Winkin;j.winkin@gmail.com;62 Place de l Église;5490;Lima;110;1;23/05/1983
288;Charles;Wirtgen;c.wirtgen@gmail.com;4 Grande Rue;7267;New York City;140;1;21/12/1973
289;Nicolas;Wirtgen;n.wirtgen@gmail.com;47 Rue du Moulin;4056;Bengaluru;185;0;18/11/1946
290;Michel;Witry;m.witry@gmail.com;10 Place de la Mairie;5570;Bangkok;30;1;12/02/1973
291;Joseph;Wohlfart;j.wohlfart@gmail.com;61 Rue du Château;7355;Ho Chi Minh City;202;0;23/08/1969
292;edouard;Wolff;e.wolff@gmail.com;99 Rue des Écoles;7133;Dongguan;5;0;30/12/1975
293;Emile;Wolter;e.wolter@gmail.com;2 Rue de la Gare;2282;Chongqing;206;1;25/10/1945
294;Michel;Wolter;m.wolter@gmail.com;14 Rue de la Mairie;7285;Nanjing;77;1;12/03/1979
295;Laurent;Zeimet;l.zeimet@gmail.com;1 Rue Principale;7640;Shenyang;127;0;14/09/1970
296;Dominique;Zimmer;d.zimmer@gmail.com;51 Rue du Stade;3911;Bogotá;178;0;27/08/1971
297;Jules;Zinnen;j.zinnen@gmail.com;62 Rue de la Fontaine;8087;Ningbo;123;0;19/12/1943
298;Andre;Zirves;a.zirves@gmail.com;74 Rue Pasteur;8452;Hong Kong;201;1;13/11/1969
